reference_number;entry_date;amount;debit_account_code;credit_account_code;debit_account_name_src;credit_account_name_src;txn_description;classification_code;work_item_code;expenses_code;transaction_classification name;work_items  descrip;expenses_categories description
28-01;30/06/2023;3917344;4110;1210;إيرادات العقود الإنشائية الأساسية;ذمم تجارية - العملاء;فروق اسعار ;7;;30000;قيد استحقاق الايراد;;جهاز مدينة حدائق العاصمة
29-01;30/06/2023;16787.67738;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;فروق اسعار ;8;1;93;قيد سداد الايراد;مصاريف ادارية;دمغة هندسية
29-02;30/06/2023;22481.96371;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;فروق اسعار ;8;1;95;قيد سداد الايراد;مصاريف ادارية;دمغة عادية
29-03;30/06/2023;67450.98701;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;فروق اسعار ;8;1;96;قيد سداد الايراد;مصاريف ادارية;دمغة اضافية
29-04;30/06/2023;13430.95863;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;فروق اسعار ;8;1;98;قيد سداد الايراد;مصاريف ادارية;عمالة غير منتظمة
29-05;30/06/2023;39173.44;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;فروق اسعار ;8;1;99;قيد سداد الايراد;مصاريف ادارية;صندوق تحيا مصر
29-06;30/06/2023;37308.038;1210;2430;ذمم تجارية - العملاء;ضرائب استقطاع عند المنبع مستحقة;فروق اسعار ;8;;30008;قيد سداد الايراد;;ضرائب ت - ص 1%
29-07;30/06/2023;195867.2;1210;1220;ذمم تجارية - العملاء;مستحقات محتجزة من العقود;فروق اسعار ;8;;30009;قيد سداد الايراد;;تأمين ضمان اعمال  5%
29-08;30/06/2023;9793.36;1210;1220;ذمم تجارية - العملاء;مستحقات محتجزة من العقود;فروق اسعار ;8;;30010;قيد سداد الايراد;;ازالة مخلفات 0.25%
29-09;30/06/2023;186540.2;1210;2410;ذمم تجارية - العملاء;ضريبة القيمة المضافة على المخرجات;فروق اسعار ;8;;30007;قيد سداد الايراد;;ضرائب قيمة مضافة 5%
30-01;30/06/2023;3095329.762;1210;1120;ذمم تجارية - العملاء;البنوك;فروق اسعار ;8;30000;40000;قيد سداد الايراد;شركة البركة;بنك مصر رقم حساب
30-02;30/06/2023;233175.238;1210;1120;ذمم تجارية - العملاء;البنوك;فروق اسعار ;8;30001;40000;قيد سداد الايراد;شركة الحديبية;بنك مصر رقم حساب
31-01;30/05/2023;1972133;4110;1210;إيرادات العقود الإنشائية الأساسية;ذمم تجارية - العملاء;مستخلص رقم 12;7;;30000;قيد استحقاق الايراد;;جهاز مدينة حدائق العاصمة
31-02;30/05/2023;29700;4110;1340;إيرادات العقود الإنشائية الأساسية;مواد لدى مواقع العملاء (تشوينات);مستخلص رقم 12;7;;30000;قيد استحقاق الايراد;;جهاز مدينة حدائق العاصمة
32-01;30/05/2023;8578.804048;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 12;8;1;93;قيد سداد الايراد;مصاريف ادارية;دمغة هندسية
32-02;30/05/2023;8578.804048;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 12;8;1;94;قيد سداد الايراد;مصاريف ادارية;دمغة تطبيقية
32-03;30/05/2023;11478.67726;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 12;8;1;95;قيد سداد الايراد;مصاريف ادارية;دمغة عادية
32-04;30/05/2023;34436.0335;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 12;8;1;96;قيد سداد الايراد;مصاريف ادارية;دمغة اضافية
32-05;30/05/2023;6761.631538;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 12;8;1;98;قيد سداد الايراد;مصاريف ادارية;عمالة غير منتظمة
32-06;30/05/2023;19721.33;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 12;8;1;99;قيد سداد الايراد;مصاريف ادارية;صندوق تحيا مصر
32-07;30/05/2023;18782.59469;1210;2430;ذمم تجارية - العملاء;ضرائب استقطاع عند المنبع مستحقة;مستخلص رقم 12;8;;30008;قيد سداد الايراد;;ضرائب ت - ص 1%
32-08;30/05/2023;98606.65;1210;1220;ذمم تجارية - العملاء;مستحقات محتجزة من العقود;مستخلص رقم 12;8;;30009;قيد سداد الايراد;;تأمين ضمان اعمال  5%
32-09;30/05/2023;4930.3325;1210;1220;ذمم تجارية - العملاء;مستحقات محتجزة من العقود;مستخلص رقم 12;8;;30010;قيد سداد الايراد;;ازالة مخلفات 0.25%
32-10;30/05/2023;93873.5308;1210;2410;ذمم تجارية - العملاء;ضريبة القيمة المضافة على المخرجات;مستخلص رقم 12;8;;30007;قيد سداد الايراد;;ضرائب قيمة مضافة 5%
32-11;30/05/2023;200183.3;1210;2230;ذمم تجارية - العملاء;دفعات مقدمة من العملاء / التزامات تعاقدية;مستخلص رقم 12;8;;30006;قيد سداد الايراد;;استهلاك الدفعة المقدمة 10%
33-01;30/05/2023;1377027.31;1210;1120;ذمم تجارية - العملاء;البنوك;مستخلص رقم 12;8;30000;40000;قيد سداد الايراد;شركة البركة;بنك مصر رقم حساب
33-02;30/05/2023;118874;1210;1120;ذمم تجارية - العملاء;البنوك;مستخلص رقم 12;8;30001;40000;قيد سداد الايراد;شركة الحديبية;بنك مصر رقم حساب
34-01;30/06/2023;2592692.5;4110;1210;إيرادات العقود الإنشائية الأساسية;ذمم تجارية - العملاء;مستخلص رقم 13;7;;30000;قيد استحقاق الايراد;;جهاز مدينة حدائق العاصمة
34-02;30/06/2023;192015;4110;1340;إيرادات العقود الإنشائية الأساسية;مواد لدى مواقع العملاء (تشوينات);مستخلص رقم 13;7;;30000;قيد استحقاق الايراد;;جهاز مدينة حدائق العاصمة
35-01;30/06/2023;11933.79267;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 13;8;1;93;قيد سداد الايراد;مصاريف ادارية;دمغة هندسية
35-02;30/06/2023;11933.79267;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 13;8;1;94;قيد سداد الايراد;مصاريف ادارية;دمغة تطبيقية
35-03;30/06/2023;15967.7449;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 13;8;1;95;قيد سداد الايراد;مصاريف ادارية;دمغة عادية
35-04;30/06/2023;47903.23707;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 13;8;1;96;قيد سداد الايراد;مصاريف ادارية;دمغة اضافية
35-05;30/06/2023;8889.274393;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 13;8;1;98;قيد سداد الايراد;مصاريف ادارية;عمالة غير منتظمة
35-06;30/06/2023;25926.925;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 13;8;1;99;قيد سداد الايراد;مصاريف ادارية;صندوق تحيا مصر
35-07;30/06/2023;24692.80337;1210;2430;ذمم تجارية - العملاء;ضرائب استقطاع عند المنبع مستحقة;مستخلص رقم 13;8;;30008;قيد سداد الايراد;;ضرائب ت - ص 1%
35-08;30/06/2023;129634.625;1210;1220;ذمم تجارية - العملاء;مستحقات محتجزة من العقود;مستخلص رقم 13;8;;30009;قيد سداد الايراد;;تأمين ضمان اعمال  5%
35-09;30/06/2023;6481.73125;1210;1220;ذمم تجارية - العملاء;مستحقات محتجزة من العقود;مستخلص رقم 13;8;;30010;قيد سداد الايراد;;ازالة مخلفات 0.25%
35-10;30/06/2023;123412.163;1210;2410;ذمم تجارية - العملاء;ضريبة القيمة المضافة على المخرجات;مستخلص رقم 13;8;;30007;قيد سداد الايراد;;ضرائب قيمة مضافة 5%
35-11;30/06/2023;278470.75;1210;2230;ذمم تجارية - العملاء;دفعات مقدمة من العملاء / التزامات تعاقدية;مستخلص رقم 13;8;;30006;قيد سداد الايراد;;استهلاك الدفعة المقدمة 10%
36-01;30/06/2023;1945133.99;1210;1120;ذمم تجارية - العملاء;البنوك;مستخلص رقم 13;8;30000;40000;قيد سداد الايراد;شركة البركة;بنك مصر رقم حساب
36-02;30/06/2023;154326.6707;1210;1120;ذمم تجارية - العملاء;البنوك;مستخلص رقم 13;8;30001;40000;قيد سداد الايراد;شركة الحديبية;بنك مصر رقم حساب
37-01;30/07/2023;706893.5;4110;1210;إيرادات العقود الإنشائية الأساسية;ذمم تجارية - العملاء;مستخلص رقم 14;7;;30000;قيد استحقاق الايراد;;جهاز مدينة حدائق العاصمة
37-02;30/07/2023;651682.0275;4110;1340;إيرادات العقود الإنشائية الأساسية;مواد لدى مواقع العملاء (تشوينات);مستخلص رقم 14;7;;30000;قيد استحقاق الايراد;;جهاز مدينة حدائق العاصمة
38-01;30/07/2023;5822.140625;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 14;8;1;93;قيد سداد الايراد;مصاريف ادارية;دمغة هندسية
38-02;30/07/2023;5822.140625;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 14;8;1;94;قيد سداد الايراد;مصاريف ادارية;دمغة تطبيقية
38-03;30/07/2023;7790.185305;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 14;8;1;95;قيد سداد الايراد;مصاريف ادارية;دمغة عادية
38-04;30/07/2023;23370.55708;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 14;8;1;96;قيد سداد الايراد;مصاريف ادارية;دمغة اضافية
38-05;30/07/2023;7068.935;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 14;8;1;99;قيد سداد الايراد;مصاريف ادارية;صندوق تحيا مصر
38-06;30/07/2023;6732.453694;1210;2430;ذمم تجارية - العملاء;ضرائب استقطاع عند المنبع مستحقة;مستخلص رقم 14;8;;30008;قيد سداد الايراد;;ضرائب ت - ص 1%
38-07;30/07/2023;35344.675;1210;1220;ذمم تجارية - العملاء;مستحقات محتجزة من العقود;مستخلص رقم 14;8;;30009;قيد سداد الايراد;;تأمين ضمان اعمال  5%
38-08;30/07/2023;1767.23375;1210;1220;ذمم تجارية - العملاء;مستحقات محتجزة من العقود;مستخلص رقم 14;8;;30010;قيد سداد الايراد;;ازالة مخلفات 0.25%
38-09;30/07/2023;33648.1306;1210;2410;ذمم تجارية - العملاء;ضريبة القيمة المضافة على المخرجات;مستخلص رقم 14;8;;30007;قيد سداد الايراد;;ضرائب قيمة مضافة 5%
38-10;30/07/2023;135857.5528;1210;2230;ذمم تجارية - العملاء;دفعات مقدمة من العملاء / التزامات تعاقدية;مستخلص رقم 14;8;;30006;قيد سداد الايراد;;استهلاك الدفعة المقدمة 10%
38-11;30/07/2023;1053274.394;1210;1120;ذمم تجارية - العملاء;البنوك;مستخلص رقم 14;8;30000;40000;قيد سداد الايراد;شركة البركة;بنك مصر رقم حساب
39-01;30/07/2023;1095351.523;1210;1120;ذمم تجارية - العملاء;البنوك;مستخلص رقم 14;8;30001;40000;قيد سداد الايراد;شركة الحديبية;بنك مصر رقم حساب
39-01;30/07/2023;1389125;;1210;;ذمم تجارية - العملاء;مستخلص رقم 14;7;;30000;قيد استحقاق الايراد;;جهاز مدينة حدائق العاصمة
40-01;30/08/2023;2439035.563;4110;1340;إيرادات العقود الإنشائية الأساسية;مواد لدى مواقع العملاء (تشوينات);مستخلص رقم 15;7;;30000;قيد استحقاق الايراد;;جهاز مدينة حدائق العاصمة
40-01;30/08/2023;10452.42443;;5100;;تكاليف تنفيذ مباشرة;مستخلص رقم 15;8;1;93;قيد سداد الايراد;مصاريف ادارية;دمغة هندسية
41-01;30/08/2023;10452.42443;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 15;8;1;94;قيد سداد الايراد;مصاريف ادارية;دمغة تطبيقية
41-02;30/08/2023;13985.6332;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 15;8;1;95;قيد سداد الايراد;مصاريف ادارية;دمغة عادية
41-03;30/08/2023;41956.90167;1210;5100;ذمم تجارية - العملاء;تكاليف تنفيذ مباشرة;مستخلص رقم 15;8;1;96;قيد سداد الايراد;مصاريف ادارية;دمغة اضافية
