tx_key,entry_number,entry_date,description,notes,total_debits,total_credits,lines_total_count,description_ar,notes_ar,approval_status,status,approval_method,is_posted
1098|2022-08-15,1098,2022-08-15,2يوميه عمل بسكوت عمدان 41,nan,480.0,480.0,2,2يوميه عمل بسكوت عمدان 41,nan,approved,approved,line_based,True
1098|2022-11-21,1098,2022-11-21,دفعه من مستخلص المحاره ( محمد عبد الجواد),nan,500.0,500.0,2,دفعه من مستخلص المحاره ( محمد عبد الجواد),nan,approved,approved,line_based,True
1099|2022-08-15,1099,2022-08-15,يوميه عمل علب قواعد اعمده 43,nan,240.0,240.0,2,يوميه عمل علب قواعد اعمده 43,nan,approved,approved,line_based,True
109|2024-05-30,109,2024-05-30,سلفيه لحياه كريمه,nan,159000.0,159000.0,2,سلفيه لحياه كريمه,nan,approved,approved,line_based,True
10|2022-10-01,10,2022-10-01,من ح/ سياره امير 1,nan,200.0,200.0,2,من ح/ سياره امير 1,nan,approved,approved,line_based,True
10|2022-11-30,10,2022-11-30,مستخلص رقم 6,nan,7863446.5,7863446.5,2,مستخلص رقم 6,nan,approved,approved,line_based,True
1100|2022-08-15,1100,2022-08-15,يوميه عمل علب قواعد اعمده 37,nan,240.0,240.0,2,يوميه عمل علب قواعد اعمده 37,nan,approved,approved,line_based,True
1100|2022-11-21,1100,2022-11-21,مفتاح بوجهات للدكك والمولد,nan,45.0,45.0,2,مفتاح بوجهات للدكك والمولد,nan,approved,approved,line_based,True
1101|2022-08-15,1101,2022-08-15,يوميه عمل علب قواعد اعمده 31,nan,240.0,240.0,2,يوميه عمل علب قواعد اعمده 31,nan,approved,approved,line_based,True
1102|2022-08-15,1102,2022-08-15,دفعه من حساب العامل مصطفي ,nan,340.0,340.0,2,دفعه من حساب العامل مصطفي ,nan,approved,approved,line_based,True
1102|2022-11-21,1102,2022-11-21,فأس للعماله ( اصول مهلكه ),nan,80.0,80.0,2,فأس للعماله ( اصول مهلكه ),nan,approved,approved,line_based,True
1103|2022-08-15,1103,2022-08-15,دفعه من حساب سياره الموقع ( امير ),nan,1100.0,1100.0,2,دفعه من حساب سياره الموقع ( امير ),nan,approved,approved,line_based,True
1104|2022-08-15,1104,2022-08-15,ايجار دكك يدوي + مواصلات 26.28.,nan,250.0,250.0,2,ايجار دكك يدوي + مواصلات 26.28.,nan,approved,approved,line_based,True
1104|2022-11-21,1104,2022-11-21,فيلات وملفات ,nan,187.0,187.0,2,فيلات وملفات ,nan,approved,approved,line_based,True
1105|2022-08-15,1105,2022-08-15,سلفه من راتب فتحي الغفير,nan,1000.0,1000.0,2,سلفه من راتب فتحي الغفير,nan,approved,approved,line_based,True
1106|2022-08-16,1106,2022-08-16,ايجار دكاك يدوي  28,nan,150.0,150.0,2,ايجار دكاك يدوي  28,nan,approved,approved,line_based,True
1106|2022-11-21,1106,2022-11-21,دفعه من مستخلص نجاره علي خليل   ,nan,50000.0,50000.0,2,دفعه من مستخلص نجاره علي خليل   ,nan,approved,approved,line_based,True
1107|2022-08-16,1107,2022-08-16,10 شكاير بسكوت,nan,350.0,350.0,2,10 شكاير بسكوت,nan,approved,approved,line_based,True
1108|2022-08-16,1108,2022-08-16,عده موقع ( مسطرين +قصعه +2جوانتي+جنزير ),nan,530.0,530.0,2,عده موقع ( مسطرين +قصعه +2جوانتي+جنزير ),nan,approved,approved,line_based,True
1108|2022-11-21,1108,2022-11-21,مصاريف اداريه (م. محمد مشرف ),nan,1000.0,1000.0,2,مصاريف اداريه (م. محمد مشرف ),nan,approved,approved,line_based,True
1109|2022-08-16,1109,2022-08-16,سهره استشاري صب عاديه 27,nan,200.0,200.0,2,سهره استشاري صب عاديه 27,nan,approved,approved,line_based,True
110|2022-10-08,110,2022-10-08,حساب اسكنر لوحات a0  8لوحات ,nan,60.0,60.0,2,حساب اسكنر لوحات a0  8لوحات ,nan,approved,approved,line_based,True
110|2024-07-14,110,2024-07-14,رد سلفيه من حياه كريمه,nan,159000.0,159000.0,2,رد سلفيه من حياه كريمه,nan,approved,approved,line_based,True
1110|2022-08-16,1110,2022-08-16,بنزين للمولد,nan,125.0,125.0,2,بنزين للمولد,nan,approved,approved,line_based,True
1110|2022-11-22,1110,2022-11-22,دفعه من مستخلص الكهرباء هشام   ,nan,5000.0,5000.0,2,دفعه من مستخلص الكهرباء هشام   ,nan,approved,approved,line_based,True
1111|2022-08-16,1111,2022-08-16,يوميه تركيب بسكوت عمدان 38,nan,170.0,170.0,2,يوميه تركيب بسكوت عمدان 38,nan,approved,approved,line_based,True
1112|2022-08-16,1112,2022-08-16,دفعه من حساب العامل مصطفي ,nan,200.0,200.0,2,دفعه من حساب العامل مصطفي ,nan,approved,approved,line_based,True
1112|2022-11-22,1112,2022-11-22,يوميه نجاره فك تقويه لتعديل الكهرباء تخصم علي الكهربائي,nan,200.0,200.0,2,يوميه نجاره فك تقويه لتعديل الكهرباء تخصم علي الكهربائي,nan,approved,approved,line_based,True
1113|2022-08-17,1113,2022-08-17,بنزين للمولد,nan,150.0,150.0,2,بنزين للمولد,nan,approved,approved,line_based,True
1114|2022-08-17,1114,2022-08-17,قاروره ماء حلو للموقع 19لتر,nan,35.0,35.0,2,قاروره ماء حلو للموقع 19لتر,nan,approved,approved,line_based,True
1114|2022-11-22,1114,2022-11-22,تنظيف قواعد 26 وتخصم علي مقاول العزل علي,nan,500.0,500.0,2,تنظيف قواعد 26 وتخصم علي مقاول العزل علي,nan,approved,approved,line_based,True
1115|2022-08-17,1115,2022-08-17,دفعه من حساب سياره الموقع,nan,650.0,650.0,2,دفعه من حساب سياره الموقع,nan,approved,approved,line_based,True
1116|2022-08-17,1116,2022-08-17,2تقرير معاينه قاع حفر عمارة 40.41,nan,1200.0,1200.0,2,2تقرير معاينه قاع حفر عمارة 40.41,nan,approved,approved,line_based,True
1116|2022-11-22,1116,2022-11-22,دفعه من مستخلص نجاره  منتصر ,nan,30000.0,30000.0,2,دفعه من مستخلص نجاره  منتصر ,nan,approved,approved,line_based,True
1117|2022-08-17,1117,2022-08-17,حساب مياه الكرافان وحوض المعالجه وحوض الزرع خلال الاسبوع( محمد فوزي),nan,1160.0,1160.0,2,حساب مياه الكرافان وحوض المعالجه وحوض الزرع خلال الاسبوع( محمد فوزي),nan,approved,approved,line_based,True
1118|2022-11-22,1118,2022-11-22,دفعه من مستخلص نجاره صبري,nan,25000.0,25000.0,2,دفعه من مستخلص نجاره صبري,nan,approved,approved,line_based,True
111|2024-07-25,111,2024-07-25,سلفيات,nan,105000.0,105000.0,2,سلفيات,nan,approved,approved,line_based,True
1120|2022-11-22,1120,2022-11-22,دفعه من مستخلص نجاره محمد صبري,nan,15000.0,15000.0,2,دفعه من مستخلص نجاره محمد صبري,nan,approved,approved,line_based,True
1121|2022-08-18,1121,2022-08-18,دفعه من مستخلص النجاره ( علي محمد ),nan,5000.0,5000.0,2,دفعه من مستخلص النجاره ( علي محمد ),nan,approved,approved,line_based,True
1122|2022-08-18,1122,2022-08-18,يوميات  صنايعي و2 عمال بناء علب اعمده 30.38.,nan,700.0,700.0,2,يوميات  صنايعي و2 عمال بناء علب اعمده 30.38.,nan,approved,approved,line_based,True
1122|2022-11-22,1122,2022-11-22,دفعه من مستخلص حداده محمد رمضان,nan,40000.0,40000.0,2,دفعه من مستخلص حداده محمد رمضان,nan,approved,approved,line_based,True
1123|2022-08-18,1123,2022-08-18,ايجار شقه جديده للمهندسيين ( شهر مقدم 4500 ج +سمسره 2250ج,nan,11250.0,11250.0,2,ايجار شقه جديده للمهندسيين ( شهر مقدم 4500 ج +سمسره 2250ج,nan,approved,approved,line_based,True
1124|2022-08-18,1124,2022-08-18,شهر تامين لسكن الموظفين في بدايه الايجار,nan,4500.0,4500.0,2,شهر تامين لسكن الموظفين في بدايه الايجار,nan,approved,approved,line_based,True
1124|2022-11-22,1124,2022-11-22,دفعه من مستخلص عزل علي حسن,nan,10000.0,10000.0,2,دفعه من مستخلص عزل علي حسن,nan,approved,approved,line_based,True
1125|2022-08-18,1125,2022-08-18,كالون جديد للشقه,nan,100.0,100.0,2,كالون جديد للشقه,nan,approved,approved,line_based,True
1126|2022-08-18,1126,2022-08-18,اكراميه بمب صب عاديه 26,nan,100.0,100.0,2,اكراميه بمب صب عاديه 26,nan,approved,approved,line_based,True
1126|2022-11-22,1126,2022-11-22,دفعه من مستخلص عزل سعيد حسن,nan,10000.0,10000.0,2,دفعه من مستخلص عزل سعيد حسن,nan,approved,approved,line_based,True
1127|2022-08-18,1127,2022-08-18,اكراميه بمب صب مسلحه 38,nan,100.0,100.0,2,اكراميه بمب صب مسلحه 38,nan,approved,approved,line_based,True
1128|2022-08-18,1128,2022-08-18,حساب مصطفي العامل,nan,380.0,380.0,2,حساب مصطفي العامل,nan,approved,approved,line_based,True
1128|2022-11-22,1128,2022-11-22,يوميات تركيب بسكوت بصنايعيه الحداده لعمارات 26.25.24.30.27.29. ,nan,150.0,150.0,2,يوميات تركيب بسكوت بصنايعيه الحداده لعمارات 26.25.24.30.27.29. ,nan,approved,approved,line_based,True
1129|2022-08-18,1129,2022-08-18,سهره استشاري صب عاديه 26,nan,200.0,200.0,2,سهره استشاري صب عاديه 26,nan,approved,approved,line_based,True
112|2022-10-10,112,2022-10-10,ضيافه المهندس محمد مشرف,nan,375.0,375.0,2,ضيافه المهندس محمد مشرف,nan,approved,approved,line_based,True
112|2024-10-10,112,2024-10-10,رد سلفيات,nan,105000.0,105000.0,2,رد سلفيات,nan,approved,approved,line_based,True
1130|2022-08-18,1130,2022-08-18,سهره استشاري صب مسلحه 38,nan,200.0,200.0,2,سهره استشاري صب مسلحه 38,nan,approved,approved,line_based,True
1130|2022-11-23,1130,2022-11-23,يوميات تركيب بسكوت بصنايعيه الحداده لعمارات 26.25.24.30.27.29. ,nan,150.0,150.0,2,يوميات تركيب بسكوت بصنايعيه الحداده لعمارات 26.25.24.30.27.29. ,nan,approved,approved,line_based,True
1131|2022-08-18,1131,2022-08-18, 4يوميات تركيب بسكوت عمارات 29.38.26.,nan,700.0,700.0,2, 4يوميات تركيب بسكوت عمارات 29.38.26.,nan,approved,approved,line_based,True
1132|2022-08-18,1132,2022-08-18,شراء سفاتي لمهندسين الاستشاري,nan,1690.0,1690.0,2,شراء سفاتي لمهندسين الاستشاري,nan,approved,approved,line_based,True
1132|2022-11-23,1132,2022-11-23,يوميات تركيب بسكوت بصنايعيه الحداده لعمارات 26.25.24.30.27.29. ,nan,150.0,150.0,2,يوميات تركيب بسكوت بصنايعيه الحداده لعمارات 26.25.24.30.27.29. ,nan,approved,approved,line_based,True
1133|2022-08-18,1133,2022-08-18,اجر تنزيل الخشب يوم 13/8,nan,800.0,800.0,2,اجر تنزيل الخشب يوم 13/8,nan,approved,approved,line_based,True
1134|2022-08-18,1134,2022-08-18,حساب سياره الموقع ,nan,1350.0,1350.0,2,حساب سياره الموقع ,nan,approved,approved,line_based,True
1134|2022-11-23,1134,2022-11-23,يوميات تركيب بسكوت بصنايعيه الحداده لعمارات 26.25.24.30.27.29. ,nan,150.0,150.0,2,يوميات تركيب بسكوت بصنايعيه الحداده لعمارات 26.25.24.30.27.29. ,nan,approved,approved,line_based,True
1135|2022-08-18,1135,2022-08-18,حساب الفرمجي محمد نصر ,nan,1700.0,1700.0,2,حساب الفرمجي محمد نصر ,nan,approved,approved,line_based,True
1136|2022-08-18,1136,2022-08-18,دفعه من حساب لودر عادل الجمل,nan,400.0,400.0,2,دفعه من حساب لودر عادل الجمل,nan,approved,approved,line_based,True
1136|2022-11-23,1136,2022-11-23,يوميات تركيب بسكوت بصنايعيه الحداده لعمارات 26.25.24.30.27.29. ,nan,150.0,150.0,2,يوميات تركيب بسكوت بصنايعيه الحداده لعمارات 26.25.24.30.27.29. ,nan,approved,approved,line_based,True
1137|2022-08-18,1137,2022-08-18,دفعه من مستخلص النجاره ( منتصر),nan,2000.0,2000.0,2,دفعه من مستخلص النجاره ( منتصر),nan,approved,approved,line_based,True
1138|2022-08-18,1138,2022-08-18,حساب مياه مصطفي,nan,2100.0,2100.0,2,حساب مياه مصطفي,nan,approved,approved,line_based,True
1138|2022-11-23,1138,2022-11-23,يوميات تركيب بسكوت بصنايعيه الحداده لعمارات 26.25.24.30.27.29. ,nan,150.0,150.0,2,يوميات تركيب بسكوت بصنايعيه الحداده لعمارات 26.25.24.30.27.29. ,nan,approved,approved,line_based,True
1139|2022-08-18,1139,2022-08-18,سهره استشاري صب 24,nan,200.0,200.0,2,سهره استشاري صب 24,nan,approved,approved,line_based,True
113|2024-10-17,113,2024-10-17,سلفيه لحياه كريمه,nan,201000.0,201000.0,2,سلفيه لحياه كريمه,nan,approved,approved,line_based,True
1140|2022-08-19,1140,2022-08-19,اكراميه صب عاديه عماره 28,nan,50.0,50.0,2,اكراميه صب عاديه عماره 28,nan,approved,approved,line_based,True
1140|2022-11-24,1140,2022-11-24, خزان 3م للموقع ( اصول ) النقل,nan,6450.0,6450.0,2, خزان 3م للموقع ( اصول ) النقل,nan,approved,approved,line_based,True
1141|2022-08-19,1141,2022-08-19,اكراميه صب مسلحه 29,nan,50.0,50.0,2,اكراميه صب مسلحه 29,nan,approved,approved,line_based,True
1142|2022-08-19,1142,2022-08-19,سهره استشاري عماره 28,nan,200.0,200.0,2,سهره استشاري عماره 28,nan,approved,approved,line_based,True
1142|2022-11-24,1142,2022-11-24,شراء بوجيه للدكاك وجوانات,nan,50.0,50.0,2,شراء بوجيه للدكاك وجوانات,nan,approved,approved,line_based,True
1143|2022-08-19,1143,2022-08-19,2وجبه مهندسين السهره عمارات 26.عاديه .38 مسلحه,nan,100.0,100.0,2,2وجبه مهندسين السهره عمارات 26.عاديه .38 مسلحه,nan,approved,approved,line_based,True
1144|2022-08-19,1144,2022-08-19,وجبه المهندسين في سهرات الصب 28,nan,50.0,50.0,2,وجبه المهندسين في سهرات الصب 28,nan,approved,approved,line_based,True
1144|2022-11-24,1144,2022-11-24,من حساب شركه نور الدين لتوريد الكهرباء,nan,25000.0,25000.0,2,من حساب شركه نور الدين لتوريد الكهرباء,nan,approved,approved,line_based,True
1145|2022-08-21,1145,2022-08-21,اجر بنا+2 عامل لبناء علب القواعد المسلحه 42,nan,700.0,700.0,2,اجر بنا+2 عامل لبناء علب القواعد المسلحه 42,nan,approved,approved,line_based,True
1146|2022-08-21,1146,2022-08-21,ايجار دكاك يدوي يومان عماره 28,nan,300.0,300.0,2,ايجار دكاك يدوي يومان عماره 28,nan,approved,approved,line_based,True
