reference_number,transaction_date,description,total_debit,total_credit,org_id
176,2024-03-12,سلفيات,85000.00,85000.00,d5789445-11e3-4ad6-9297-b56521675114
177,2024-05-06,سلفيات,99000.00,99000.00,d5789445-11e3-4ad6-9297-b56521675114
178,2022-10-13,دفعه من مستخلص نجاره علي محمد,10000.00,10000.00,d5789445-11e3-4ad6-9297-b56521675114
178,2024-05-08,سلفيات,275000.00,275000.00,d5789445-11e3-4ad6-9297-b56521675114
179,2024-05-14,سلفيات,49000.00,49000.00,d5789445-11e3-4ad6-9297-b56521675114
180,2022-10-13,دفعه من مستخلص حداداه عبد الرحمن,1000.00,1000.00,d5789445-11e3-4ad6-9297-b56521675114
180,2024-06-06,سلفيات,865000.00,865000.00,d5789445-11e3-4ad6-9297-b56521675114
181,2024-06-13,سلفيات,900000.00,900000.00,d5789445-11e3-4ad6-9297-b56521675114
182,2022-10-13,من حساب سياره الموقع امير 1,500.00,500.00,d5789445-11e3-4ad6-9297-b56521675114
182,2024-07-03,سلفيات,275000.00,275000.00,d5789445-11e3-4ad6-9297-b56521675114
183,2024-08-15,سلفيات,505000.00,505000.00,d5789445-11e3-4ad6-9297-b56521675114
184,2022-10-13,من حساب سياره الموقع امير 2,1000.00,1000.00,d5789445-11e3-4ad6-9297-b56521675114
184,2024-09-05,رد سلفيات,505000.00,505000.00,d5789445-11e3-4ad6-9297-b56521675114
185,2024-09-19,رد سلفيات,204000.00,204000.00,d5789445-11e3-4ad6-9297-b56521675114
186,2022-10-15,من ح/ م.ا.عموميه ( ا/ محمد مرعي ),2000.00,2000.00,d5789445-11e3-4ad6-9297-b56521675114
186,2024-09-26,رد سلفيات,512000.00,512000.00,d5789445-11e3-4ad6-9297-b56521675114
187,2024-11-07,رد سلفيات,1278706.00,1278706.00,d5789445-11e3-4ad6-9297-b56521675114
188,2022-10-15,بنزين للمولد,160.00,160.00,d5789445-11e3-4ad6-9297-b56521675114
188,2024-11-24,رد سلفيات,75000.00,75000.00,d5789445-11e3-4ad6-9297-b56521675114
189,2024-10-17,رد سلفيات,750000.00,750000.00,d5789445-11e3-4ad6-9297-b56521675114
190,2022-10-15,ماء للكرافان,40.00,40.00,d5789445-11e3-4ad6-9297-b56521675114
190,2024-11-07,سلفيات,130000.00,130000.00,d5789445-11e3-4ad6-9297-b56521675114
191,2024-10-31,رد سلفيات,460000.00,460000.00,d5789445-11e3-4ad6-9297-b56521675114
192,2022-10-15,مواصلات المهندس من سهره صب اعمده 28,80.00,80.00,d5789445-11e3-4ad6-9297-b56521675114
192,2024-11-16,رد سلفيات,605000.00,605000.00,d5789445-11e3-4ad6-9297-b56521675114
193,2024-11-21,رد سلفيات,250000.00,250000.00,d5789445-11e3-4ad6-9297-b56521675114
194,2022-10-15,وجبه مهندس في سهره صب اعمده ارضي 28,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
194,2024-12-01,سلفيات,150000.00,150000.00,d5789445-11e3-4ad6-9297-b56521675114
195,2024-12-10,رد سلفيات,135000.00,135000.00,d5789445-11e3-4ad6-9297-b56521675114
196,2022-10-15,اكراميه بمب صب اعمده ارضي 28 واعمده اول 32 وسقف ارضي 38.,66.00,66.00,d5789445-11e3-4ad6-9297-b56521675114
196,2025-01-09,رد سلفيات,300000.00,300000.00,d5789445-11e3-4ad6-9297-b56521675114
197,2025-01-11,رد سلفيات,265000.00,265000.00,d5789445-11e3-4ad6-9297-b56521675114
198,2022-10-15,اكراميه بمب صب اعمده ارضي 28 واعمده اول 32 وسقف ارضي 38.,67.00,67.00,d5789445-11e3-4ad6-9297-b56521675114
198,2025-01-13,رد سلفيات,99500.00,99500.00,d5789445-11e3-4ad6-9297-b56521675114
199,2025-02-06,سلفيات,420000.00,420000.00,d5789445-11e3-4ad6-9297-b56521675114
200,2022-10-15,اكراميه بمب صب اعمده ارضي 28 واعمده اول 32 وسقف ارضي 38.,67.00,67.00,d5789445-11e3-4ad6-9297-b56521675114
200,2025-03-27,سلفيات,600000.00,600000.00,d5789445-11e3-4ad6-9297-b56521675114
201,2025-04-09,سلفيات,999000.00,999000.00,d5789445-11e3-4ad6-9297-b56521675114
202,2022-10-16,سكر +شاي,20.00,20.00,d5789445-11e3-4ad6-9297-b56521675114
202,2025-04-15,سلفيات,700000.00,700000.00,d5789445-11e3-4ad6-9297-b56521675114
203,2022-05-17,دفعه مقدمه لافتتاح المشروع,16479766.00,16479766.00,d5789445-11e3-4ad6-9297-b56521675114
204,2022-10-16,حساب العامل محمود ,1500.00,1500.00,d5789445-11e3-4ad6-9297-b56521675114
204,2024-11-12,سلفيات من الخارج ,70000.00,70000.00,d5789445-11e3-4ad6-9297-b56521675114
205,2024-12-16,سلفيات من الخارج ,40000.00,40000.00,d5789445-11e3-4ad6-9297-b56521675114
206,2022-10-16,من حساب رسوم سحب 19238 جنيه من البنك لانهم اقل من 20000 جنيه ,30.00,30.00,d5789445-11e3-4ad6-9297-b56521675114
206,2024-12-18,رد سلفيه كانت للخارج,110000.00,110000.00,d5789445-11e3-4ad6-9297-b56521675114
207,2025-01-25,سلفيات من الخارج ,50000.00,50000.00,d5789445-11e3-4ad6-9297-b56521675114
208,2022-10-16, الخزينه ( رد نقديه من شركه المدينه للصلب),19238.00,19238.00,d5789445-11e3-4ad6-9297-b56521675114
208,2025-01-29,سلفيات من الخارج ,127000.00,127000.00,d5789445-11e3-4ad6-9297-b56521675114
209,2025-01-30,سلفيات من الخارج ,205000.00,205000.00,d5789445-11e3-4ad6-9297-b56521675114
210,2022-10-17,غفره العرب عن شهر 10,5000.00,5000.00,d5789445-11e3-4ad6-9297-b56521675114
210,2025-02-03,سلفيات من الخارج ,35000.00,35000.00,d5789445-11e3-4ad6-9297-b56521675114
211,2025-02-12,سلفيات من الخارج ,21000.00,21000.00,d5789445-11e3-4ad6-9297-b56521675114
212,2022-10-17,حساب محمد فوزي مياه,2000.00,2000.00,d5789445-11e3-4ad6-9297-b56521675114
212,2025-02-13,سلفيات من الخارج ,110000.00,110000.00,d5789445-11e3-4ad6-9297-b56521675114
213,2025-02-17,سلفيات من الخارج ,150000.00,150000.00,d5789445-11e3-4ad6-9297-b56521675114
214,2022-10-17,اكراميه سواق الماء علي مدار شهر,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
214,2025-02-19,رد سلفيه كانت للخارج,698000.00,698000.00,d5789445-11e3-4ad6-9297-b56521675114
215,2025-03-13,سلفيه للخارج,100000.00,100000.00,d5789445-11e3-4ad6-9297-b56521675114
216,2022-10-17,شراء شيكاره جراوت تخصم علي الفرمجي محمد نصر,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
216,2025-04-16,رد سلفيه من الخارج ,50000.00,50000.00,d5789445-11e3-4ad6-9297-b56521675114
217,2025-04-26,رد سلفيه من الخارج ,5000.00,5000.00,d5789445-11e3-4ad6-9297-b56521675114
218,2022-10-17,عده للعمل ( محاره + 2جوانتي ),65.00,65.00,d5789445-11e3-4ad6-9297-b56521675114
218,2025-04-17,سلفية من صلاح يونس,150000.00,150000.00,d5789445-11e3-4ad6-9297-b56521675114
219,2025-05-17,رد سلفيه من الخارج ,45000.00,45000.00,d5789445-11e3-4ad6-9297-b56521675114
220,2022-10-17,سلفه من راتب شهر 10 لاحمد الغفير,1650.00,1650.00,d5789445-11e3-4ad6-9297-b56521675114
221,2025-05-17,سلفيات من الخارج ,300000.00,300000.00,d5789445-11e3-4ad6-9297-b56521675114
222,2022-10-17,شراء حديد نقدا 3.210*18200,58420.00,58420.00,d5789445-11e3-4ad6-9297-b56521675114
224,2022-10-17,اكراميه سواق الحديد,80.00,80.00,d5789445-11e3-4ad6-9297-b56521675114
226,2022-10-17,دفعه من حساب مقاول العزل علي,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
228,2022-10-17,باقي حساب سياره  الموقع امير 2,150.00,150.00,d5789445-11e3-4ad6-9297-b56521675114
230,2022-10-17,سهره استشاري صب اعمده 28يوم السبت 15/10,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
230,2025-05-24,سلفيات,250000.00,250000.00,d5789445-11e3-4ad6-9297-b56521675114
231,2025-05-28,سلفيات,200000.00,200000.00,d5789445-11e3-4ad6-9297-b56521675114
232,2022-10-17,سهره استشاري تسليم نجاره سقف ارضي 26,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
232,2025-05-29,سلفيات,1100000.00,1100000.00,d5789445-11e3-4ad6-9297-b56521675114
233,2025-06-04,رد سلفيات لمشروع بدر,500000.00,500000.00,d5789445-11e3-4ad6-9297-b56521675114
234,2022-10-17,اكراميه بمب صب سقف ارضي 42 و25 وعمود اول 27.,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
234,2023-02-28,حصم هامش خطاب ضمان الدفعة المقدمة,296636.00,296636.00,d5789445-11e3-4ad6-9297-b56521675114
235,2022-12-18,عهده موقع,72000.00,72000.00,d5789445-11e3-4ad6-9297-b56521675114
236,2022-10-17,اكراميه بمب صب سقف ارضي 42 و25 وعمود اول 27.,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
236,2022-12-21,عهده موقع,200000.00,200000.00,d5789445-11e3-4ad6-9297-b56521675114
237,2022-12-22,عهده موقع,300000.00,300000.00,d5789445-11e3-4ad6-9297-b56521675114
238,2022-10-17,اكراميه بمب صب سقف ارضي 42 و25 وعمود اول 27.,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
238,2022-12-25,عهده موقع,60000.00,60000.00,d5789445-11e3-4ad6-9297-b56521675114
239,2022-12-30,عهده موقع,5000.00,5000.00,d5789445-11e3-4ad6-9297-b56521675114
240,2022-10-17,سهره استشاري صب سقف ارضي 25 وعمود اول 27.,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
240,2023-01-01,عهده موقع,150000.00,150000.00,d5789445-11e3-4ad6-9297-b56521675114
241,2023-01-02,عهده موقع,1588000.00,1588000.00,d5789445-11e3-4ad6-9297-b56521675114
242,2022-10-17,سهره استشاري صب سقف ارضي 25 وعمود اول 27.,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
242,2023-01-02,دفعه من ح ( شركه الكومي للصلب),1650000.00,1650000.00,d5789445-11e3-4ad6-9297-b56521675114
243,2023-01-04,عهده موقع,100000.00,100000.00,d5789445-11e3-4ad6-9297-b56521675114
244,2022-10-18,بنزين للمولد اثناء السهره صب سقف ارضي 25 و عمود اول 27,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
244,2023-01-05,تحويل للحاج ماهر  حديد العتال,550000.00,550000.00,d5789445-11e3-4ad6-9297-b56521675114
245,2023-01-05,تحويل لهيمكس ,1100000.00,1100000.00,d5789445-11e3-4ad6-9297-b56521675114
246,2022-10-18,بنزين للمولد اثناء السهره صب سقف ارضي 25 و عمود اول 27,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
246,2023-01-06,تحويل للحاج ماهر  حديد العتال,750000.00,750000.00,d5789445-11e3-4ad6-9297-b56521675114
247,2023-01-10,تحويل للصلبه,675000.00,675000.00,d5789445-11e3-4ad6-9297-b56521675114
248,2022-10-18,جهاز كمبيوتر  بمشتملاته للاستشاري ( اصل ),3450.00,3450.00,d5789445-11e3-4ad6-9297-b56521675114
248,2023-01-10,تحويل للحاج ماهر  حديد العتال,1141000.00,1141000.00,d5789445-11e3-4ad6-9297-b56521675114
249,2023-01-11,عهده موقع,131000.00,131000.00,d5789445-11e3-4ad6-9297-b56521675114
250,2022-10-18,بنزين للمولد ,150.00,150.00,d5789445-11e3-4ad6-9297-b56521675114
250,2023-01-12,عهده موقع,250000.00,250000.00,d5789445-11e3-4ad6-9297-b56521675114
251,2023-01-12,تحويل لهيمكس ,210000.00,210000.00,d5789445-11e3-4ad6-9297-b56521675114
252,2022-10-18,ماء للكرافان,55.00,55.00,d5789445-11e3-4ad6-9297-b56521675114
252,2023-01-16,تحويل لسيراميكا كيلوا باترا,479600.00,479600.00,d5789445-11e3-4ad6-9297-b56521675114
253,2023-01-19,عهده موقع,745000.00,745000.00,d5789445-11e3-4ad6-9297-b56521675114
254,2022-10-18,ايجار دكاك يدوي قصيه 43 ,300.00,300.00,d5789445-11e3-4ad6-9297-b56521675114
254,2023-01-23,عهده موقع,138000.00,138000.00,d5789445-11e3-4ad6-9297-b56521675114
255,2023-01-23,تحويل للمدينه للصلب,215000.00,215000.00,d5789445-11e3-4ad6-9297-b56521675114
256,2022-10-18,اختبارات الطوب للمباني عماره 24 ,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
256,2023-01-26,عهده موقع,198000.00,198000.00,d5789445-11e3-4ad6-9297-b56521675114
257,2023-01-29,تحويل للحمد ستيل للحديد ( الريناد),1917100.00,1917100.00,d5789445-11e3-4ad6-9297-b56521675114
258,2022-10-18,اختبارات الطوب للمباني عماره 25,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
258,2023-02-02,عهده موقع,950000.00,950000.00,d5789445-11e3-4ad6-9297-b56521675114
259,2023-02-07,دفعه من ح ( شركه الكومي للصلب),290000.00,290000.00,d5789445-11e3-4ad6-9297-b56521675114
260,2022-10-18,اختبارات الطوب للمباني عماره 26,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
260,2023-02-09,عهده موقع,150000.00,150000.00,d5789445-11e3-4ad6-9297-b56521675114
261,2023-02-16,عهده موقع,1075000.00,1075000.00,d5789445-11e3-4ad6-9297-b56521675114
262,2022-10-18,اختبارات الطوب للمباني عماره 27,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
262,2023-02-26,عهده موقع,100000.00,100000.00,d5789445-11e3-4ad6-9297-b56521675114
263,2023-03-01,عهده موقع,20000.00,20000.00,d5789445-11e3-4ad6-9297-b56521675114
264,2022-10-18,اختبارات الطوب للمباني عماره 28,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
264,2023-03-02,عهده موقع,300000.00,300000.00,d5789445-11e3-4ad6-9297-b56521675114
265,2023-03-06,دفعه من ح ( شركه الكومي للصلب),1000000.00,1000000.00,d5789445-11e3-4ad6-9297-b56521675114
266,2022-10-18,اختبارات الطوب للمباني عماره 29,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
266,2023-03-06,عهده موقع,420000.00,420000.00,d5789445-11e3-4ad6-9297-b56521675114
267,2023-03-07,عهده موقع,800000.00,800000.00,d5789445-11e3-4ad6-9297-b56521675114
268,2022-10-18,اختبارات الطوب للمباني عماره 30,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
268,2023-03-08,عهده موقع,275000.00,275000.00,d5789445-11e3-4ad6-9297-b56521675114
269,2023-03-09,دفعه من ح ( شركه الكومي للصلب),950000.00,950000.00,d5789445-11e3-4ad6-9297-b56521675114
270,2022-10-18,اختبارات الطوب للمباني عماره 31,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
270,2023-03-12,تحويل لهيمكس ,800000.00,800000.00,d5789445-11e3-4ad6-9297-b56521675114
271,2023-03-12,عهده موقع,75000.00,75000.00,d5789445-11e3-4ad6-9297-b56521675114
272,2022-10-18,اختبارات الطوب للمباني عماره 32,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
272,2023-03-15,عهده موقع,215000.00,215000.00,d5789445-11e3-4ad6-9297-b56521675114
273,2023-03-16,عهده موقع,350000.00,350000.00,d5789445-11e3-4ad6-9297-b56521675114
274,2022-10-18,اختبارات الطوب للمباني عماره 33,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
274,2023-03-16,تحويل لهيمكس ,150000.00,150000.00,d5789445-11e3-4ad6-9297-b56521675114
275,2023-03-19,عهده موقع,105000.00,105000.00,d5789445-11e3-4ad6-9297-b56521675114
276,2022-10-18,اختبارات الطوب للمباني عماره 34,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
276,2023-03-21,تحويل للحمد ستيل للحديد ( الريناد),402000.00,402000.00,d5789445-11e3-4ad6-9297-b56521675114
277,2023-03-22,عهده موقع,590000.00,590000.00,d5789445-11e3-4ad6-9297-b56521675114
278,2022-10-18,اختبارات الطوب للمباني عماره 35,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
278,2023-03-22,دفعه من ح ( شركه الكومي للصلب),860000.00,860000.00,d5789445-11e3-4ad6-9297-b56521675114
279,2023-03-25,تحويل للاستاذ محمد مرعي ,6000.00,6000.00,d5789445-11e3-4ad6-9297-b56521675114
280,2022-10-18,اختبارات الطوب للمباني عماره 36,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
280,2025-03-27,عهده موقع,280000.00,280000.00,d5789445-11e3-4ad6-9297-b56521675114
281,2023-03-28,دفعه من ح ( شركه الكومي للصلب),493000.00,493000.00,d5789445-11e3-4ad6-9297-b56521675114
282,2022-10-18,اختبارات الطوب للمباني عماره 37,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
282,2023-03-30,عهده موقع,20000.00,20000.00,d5789445-11e3-4ad6-9297-b56521675114
283,2023-04-05,عهده موقع,35000.00,35000.00,d5789445-11e3-4ad6-9297-b56521675114
284,2022-10-18,اختبارات الطوب للمباني عماره 38,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
284,2023-04-09,تحويل للحمد ستيل للحديد ( الريناد),550000.00,550000.00,d5789445-11e3-4ad6-9297-b56521675114
285,2023-04-09,عهده موقع,55000.00,55000.00,d5789445-11e3-4ad6-9297-b56521675114
286,2022-10-18,اختبارات الطوب للمباني عماره 39,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
286,2023-04-13,تحويل للحمد ستيل للحديد ( الريناد),648610.00,648610.00,d5789445-11e3-4ad6-9297-b56521675114
287,2023-04-13,تحويل لهيمكس ,1250000.00,1250000.00,d5789445-11e3-4ad6-9297-b56521675114
288,2022-10-18,اختبارات الطوب للمباني عماره 40,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
288,2023-04-13,عهده موقع,1050000.00,1050000.00,d5789445-11e3-4ad6-9297-b56521675114
289,2023-04-16,عهده موقع,98000.00,98000.00,d5789445-11e3-4ad6-9297-b56521675114
290,2022-10-18,اختبارات الطوب للمباني عماره 41,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
290,2023-04-26,تحويل لهيمكس ,600000.00,600000.00,d5789445-11e3-4ad6-9297-b56521675114
291,2023-05-03,عهده موقع,250000.00,250000.00,d5789445-11e3-4ad6-9297-b56521675114
292,2022-10-18,اختبارات الطوب للمباني عماره 42,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
292,2023-05-04,تحويل لايفرجرين,600000.00,600000.00,d5789445-11e3-4ad6-9297-b56521675114
293,2023-05-10,عهده موقع,196000.00,196000.00,d5789445-11e3-4ad6-9297-b56521675114
294,2022-10-18,اختبارات الطوب للمباني عماره 43,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
294,2023-05-15,عهده موقع,30000.00,30000.00,d5789445-11e3-4ad6-9297-b56521675114
295,2023-05-17,عهده موقع,61000.00,61000.00,d5789445-11e3-4ad6-9297-b56521675114
296,2022-10-18,اختبارات الطوب للمباني عماره 44,314.30,314.30,d5789445-11e3-4ad6-9297-b56521675114
296,2023-05-23,عهده موقع,220000.00,220000.00,d5789445-11e3-4ad6-9297-b56521675114
297,2023-03-28,عهده موقع,51000.00,51000.00,d5789445-11e3-4ad6-9297-b56521675114
298,2022-10-18,مياه وكانزات لضيافه م. محمد مشرف ومندوبه المونه البيضاء,70.00,70.00,d5789445-11e3-4ad6-9297-b56521675114
298,2023-05-31,دفعه من مستخلص مقاول المباني مصطفي,100000.00,100000.00,d5789445-11e3-4ad6-9297-b56521675114
299,2023-05-31,دفعه من مستخلص مقاول المباني شعبان(ابوعمار),50000.00,50000.00,d5789445-11e3-4ad6-9297-b56521675114
300,2022-10-18,عمل ختم للحديبيه وزجاجه حبر,195.00,195.00,d5789445-11e3-4ad6-9297-b56521675114
300,2023-01-03,تحويل للاستاذ محمد مرعي ,2000.00,2000.00,d5789445-11e3-4ad6-9297-b56521675114
301,2023-06-05,عهده موقع,51000.00,51000.00,d5789445-11e3-4ad6-9297-b56521675114
302,2022-10-19,برايز كهرباء للكرافان ,55.00,55.00,d5789445-11e3-4ad6-9297-b56521675114
